item,reason,report_id,utility,event_year,field,question,options,answer,confidence,page_refs,document_url,detail
173,low_confidence,sce__sce_psps_post_event_report_7_11_2023_event,SCE,2023,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_applicable,0.63,8;9;20;21;26;27;43;46,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-11-2023-event.pdf,
174,low_confidence,pge__10_17_2024_psps_post_event_report,PG&E,2024,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.64,4;5;9;27;54;55;56;57,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/pge_psps_post-event-report_20241017-amended-redlined.pdf,
175,low_confidence,sce__20250104sce_psps_post_event_reportdeenergizedfinal,SCE,2025,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.64,6;7;8;9;10;12;14;17,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/20250104sce-psps-post-event-reportdeenergizedfinal.pdf,
176,low_confidence,sce__r1812005_sce_psps_post_event_for_july_15_2025_de_energization,SCE,2025,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.64,8;9;19;23;24;29;48;54,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-july-15-2025-de--energization.pdf,
177,low_confidence,sce__r1812005sce_psps_postevent_for_july_22_2026_deenergization,SCE,2026,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.64,7;8;9;10;14;39;88;89,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-for-july-22-2026-deenergization.pdf,
178,low_confidence,sce__sce_sept_5_11_2020_psps_post_event_report,SCE,2020,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,yes,0.64,4;5;9,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpuc_public_website/content/news_room/news_and_updates/sce-amended-sept-5-11-2020-psps-post-event-report.pdf,
179,low_confidence,sdge__sdge_psps_post_event_report_december_23_24_final,SDG&E,2020,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,not_stated,0.64,29;30;31;32,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2020/sdge-psps-post-event-report_december-23-24-final.pdf,
180,low_confidence,sce__sce_psps_postevent_report_oct_1221_2019_1112019,SCE,2019,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.65,3;4;12;13,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-report-oct-1221-2019-1112019.pdf,
181,low_confidence,sdge__sdge_sept_8_9_2020_psps_post_event_report,SDG&E,2020,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,not_stated,0.65,25;26,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sdge-sept-8-9-2020-psps-post-event-report.pdf,
182,low_confidence,sce__sce_psps_post_event_report_june_28july8_2019_7222019,SCE,2019,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,not_stated,0.66,3;4;13;14,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-post-event-report-june-28july8-2019-7222019.pdf,
183,low_confidence,sce__sce_psps_postevent_report_for_june_26_2026_deenergization,SCE,2026,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.67,7;8;9;21;25;26;47;48,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/sce-2026/sce-psps-postevent-report-for-june-26-2026-deenergization.pdf,
184,low_confidence,sdge__sdge_post_event_psps_report_october_10_to_11_2019,SDG&E,2019,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_stated,0.67,7;10;11;36;43;44;45;46,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sdge-post-event-psps-report-october-10-to-11-2019.pdf,
185,low_confidence,pge__pge_oct_21_23_2020_psps_post_event_report,PG&E,2020,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.68,4;5;10;11;25;30;31;34,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/pge-oct-21-23-2020-psps-post-event-report.pdf,
186,low_confidence,sce__r1812005_sce_psps_post_event_report_for_7_26_26_de_energization_event,SCE,2026,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.68,7;8;9;21;26;27;41;57,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005-sce-psps-post-event-report-for-7-26-26-de-energization-event.pdf,
187,low_confidence,sce__r1812005sce_psps_postevent_for_october_8_2025_deenergization,SCE,2025,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,some_not_notified,0.68,8;9;10;19;20;24;25;62,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-october-8-2025-deenergization.pdf,
188,low_confidence,sce__r1812005sce_psps_postevent_report_for_july_15_2026_deenergization,SCE,2026,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.68,8;9;10;22;27;28;42;43,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-report-for-july-15-2026-deenergization.pdf,
189,low_confidence,sdge__sdge_oct_26_27_2020_psps_post_event_report,SDG&E,2020,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.68,3;4;5;6;8;9;10;21,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sdge-oct-26-27-2020-psps-post-event-report.pdf,
190,low_confidence,sce__2021614sce_post_event_report_final,SCE,2021,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.69,4;5;6;7;8;12,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/documents/2021614sce-post-event-report-final.pdf,
191,low_confidence,sce__r1812005_sce_psps_post_event_for_october_8_2024_high_threat,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.69,8;9;10;11;12;13;67;68,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-8-2024-high-threat.pdf,
192,low_confidence,sce__r1812005sce_psps_postevent_for_august_1_2025_de_energization,SCE,2025,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.69,8;9;10;11;14;17;18;36,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-august-1-2025-de-energization.pdf,
193,low_confidence,sce__sce_esrb_8_report_regarding_october_12_through_october_16_2018,SCE,2018,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,not_stated,0.69,9;10,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sce-esrb-8-report-regarding-october-12-through-october-16-2018.pdf,
194,low_confidence,sdge__sdge_oct_26_27_2020_psps_post_event_report,SDG&E,2020,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,not_stated,0.69,29;30,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sdge-oct-26-27-2020-psps-post-event-report.pdf,
195,low_confidence,pge__pge_october_11_2021_psps_post_event_report,PG&E,2021,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,some_not_notified,0.7,4;5;6;43;44;50;51;52,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/pge-october-11-2021-psps-post-event-report.pdf,
196,low_confidence,pge__r1812005pge1132025_psps_postevent_report01020224,PG&E,2025,canceled_after_notice,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,no,0.7,7;8;9;10;89;90;100;190,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005pge1132025-psps-postevent-report01020224.pdf,
197,low_confidence,pge__r1812005pge61026_psps_postevent_report62526,PG&E,2026,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.7,7;8;9;45;46;96;100;101,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005pge61026-psps-postevent-report62526.pdf,
198,low_confidence,sce__r1812005_sce_psps_post_event_report_for_7_26_26_de_energization_event,SCE,2026,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.7,7;8;9;10;11;12;39;89,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005-sce-psps-post-event-report-for-7-26-26-de-energization-event.pdf,
199,low_confidence,sce__r1812005sce_psps_postevent_for_november_5_2025_deenergization,SCE,2025,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.7,8;9;10;11;12;13;19;35,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-nov-5/r1812005sce-psps-postevent-for-november-5-2025-deenergization.pdf,
200,low_confidence,sce__sce_nov_9_2025_psps_post_event_report,SCE,2025,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.7,8;9;10;22;26;27;57;58,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-nov-9-2025-psps-post-event-report.pdf,
201,low_confidence,sce__r1812005sce_psps_postevent_for_december_31_2024_highthreat,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.71,8;9;10;11;12;58;59;62,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-december-31-2024-highthreat.pdf,
202,low_confidence,sce__r1812005sce_psps_postevent_for_october_28_2025_deenergization,SCE,2025,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.71,8;9;10;20;21;25;26;54,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-oct-28/r1812005sce-psps-postevent-for-october-28-2025-deenergization.pdf,
203,low_confidence,sdge__r1812005_sdge_psps_postevent_reportjan_716_2025_eserve,SDG&E,2025,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.71,7;8;9;60;61;91;126;127,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sdge-amended-psps-post-event-report-jan-7-16--2025-2-28-2025-eserve.pdf,
204,low_confidence,sdge__sdge_sept_8_9_2020_psps_post_event_report,SDG&E,2020,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_stated,0.71,10;13;14;29;33;79;90;96,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sdge-sept-8-9-2020-psps-post-event-report.pdf,
205,low_confidence,pge__pge_psps_post_event_report_20240702,PG&E,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.72,4;5;6;7;8;18;19;67,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/pge_psps_post-event_report_20240702-amended-redlined.pdf,
206,low_confidence,sce__r1812005sce_psps_postevent_for_december_26_2024_highthreat,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.72,8;9;10;11;12;59;60;63,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-december-26-2024-highthreat.pdf,
207,low_confidence,sce__r1812005sce_psps_postevent_for_october_28_2025_deenergization,SCE,2025,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.72,8;9;10;11;12;14;19;38,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-oct-28/r1812005sce-psps-postevent-for-october-28-2025-deenergization.pdf,
208,low_confidence,sce__sce_nov_2326_2019_psps_postevent_report,SCE,2019,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.72,3;4;11;12,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-nov-2326-2019-psps-postevent-report.pdf,
209,low_confidence,sce__r1812005_sce_psps_post_event_for_december_9_2024_de_energization,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.73,8;9;10;11;13;18;19;42,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-9-2024-de-energization.pdf,
210,low_confidence,sce__r1812005_sce_psps_post_event_for_october_27_2024_de_energization,SCE,2024,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,all_notified,0.73,9;10;11;22;27;28;42;43,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf,
211,low_confidence,sdge__sdge_de_energization_report_oct_15_16_2018,SDG&E,2018,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.73,2;3;8,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-oct-15-16-2018.pdf,
212,low_confidence,sdge__sdge_de_energization_report_sept_21_22_2017,SDG&E,2017,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_applicable,0.73,3,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sdge-de-energization-report-sept-21-22--2017.pdf,
213,low_confidence,sce__nov_3_7_2020_sce_psps_post_event_report,SCE,2020,complaints_reported,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,zero,0.75,7,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-3-7-2020-sce-psps-post-event-report.pdf,
214,low_confidence,sce__r1812005sce_psps_postevent_for_november_28_2024_highthreat_event,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.75,8;9;10;11;12;57;58;61,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-28-2024-highthreat-event.pdf,
215,low_confidence,sce__sce_october_16_18_2021_psps_post_event_report,SCE,2021,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.75,5;6;7;8;9;10;16;17,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-16-18-2021-psps-post-event-report.pdf,
216,low_confidence,sdge__sdge_post_event_psps_report_october_10_to_11_2019,SDG&E,2019,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.75,2;3;4;39;63;64;67;69,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sdge-post-event-psps-report-october-10-to-11-2019.pdf,
217,low_confidence,pge__r1812005pge71526_psps_postevent_report073026,PG&E,2026,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.76,7;8;10;12;13;14;15;68,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005pge71526-psps-postevent-report073026.pdf,
218,low_confidence,sce__r1812005_sce_psps_post_event_for_august_10_2025_de_energization,SCE,2025,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.76,8;9;10;11;12;13;18;71,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005-sce-psps-post-event-for-august-10-2025-de--energization.pdf,
219,low_confidence,sce__sce_psps_postevent_reportoct_212_2019_10252019,SCE,2019,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,not_stated,0.76,3;4;19;20,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-reportoct-212-2019-10252019.pdf,
220,low_confidence,pge__pge_oct_14_17_2020_psps_post_event_report,PG&E,2020,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.77,4;5;14;15;66;68;70;71,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/pge-oct-14-17-2020-psps-post-event-report.pdf,
221,low_confidence,pge__pge_oct_25_28_2020_psps_post_event_report,PG&E,2020,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.77,4;5;15;16;60;69;72;74,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/pge-oct-25-28-2020-psps-post-event-report.pdf,
222,low_confidence,pge__pge_public_safety_power_shutoff_nov_2021_2019_report,PG&E,2019,mbl_advance_notice,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,some_not_notified,0.77,1;2;17;18;19;20;46;47,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/pge-psps-postevent-report-nov-20-2019-amended.pdf,
223,low_confidence,sce__2021614sce_post_event_report_final,SCE,2021,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.77,3;4;5;12;13,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/documents/2021614sce-post-event-report-final.pdf,
224,low_confidence,pge__jan_19_2021_pge_post_event_report,PG&E,2021,complaints_reported,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,zero,0.78,3;4;5;47;48;57,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/jan-19-2021-pge-post-event-report.pdf,
225,low_confidence,sce__20240808sce_psps_post_event_reportdeenergizedfinal,SCE,2024,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,met,0.78,5;6;7;8;9;10;12;17,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20240808sce-psps-post-event-reportdeenergizedfinal.pdf,
226,low_confidence,sce__r1812005_sce_psps_post_event_report_for_10_22_22_high_threat_event,SCE,2022,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.78,8;9;10;11;12;13;19;20,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-10-22-22-high-threat-event.pdf,
227,low_confidence,sce__sce_jun_25_28_2020_psps_post_event_report,SCE,2020,claims_reported,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,zero,0.78,3;4;7;8,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-jun-25-28-2020-psps-post-event-report.pdf,
228,low_confidence,sce__sce_psps_post_event_report_7_18_2023_event,SCE,2023,wind_threshold_cited,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,not_stated,0.78,8;9;10;12;17;18;29;60,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-18-2023-event.pdf,
